公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
8081,致新,802002,769287,534779,4.25,49.96,3755658,2774278,35.37,-
8131,福懋科,821160,840933,790834,-2.35,3.83,4196447,4198119,-0.03,-
8261,富鼎,359958,310696,273014,15.85,31.84,1699409,1059944,60.33,本年較去年同期增加60.33%，係因受惠終端客戶需求強勁使營收大幅增加
8271,宇瞻,759261,784520,506545,-3.21,49.89,3642661,3082070,18.18,-
2301,光寶科,13554054,13642841,13716515,-0.65,-1.18,64914409,60049124,8.1,-
2305,全友,52769,53021,45703,-0.47,15.46,247040,182363,35.46,-
2324,仁寶,80201551,89350327,87650410,-10.23,-8.49,439543412,364002501,20.75,無
2353,宏��,24806745,24949924,20181059,-0.57,22.92,121314219,88783257,36.64,-
2356,英業達,35337345,38194670,46063044,-7.48,-23.28,185380204,184028398,0.73,-
2357,華碩,40995436,39139014,30170871,4.74,35.87,196296132,123664226,58.73,主要係本年受惠於後疫情時代下對筆電的需求大幅增加，及本公司執行品牌金三角策略，推動主要產品市占率增加所致。
2362,藍天,2272324,1858099,2069459,22.29,9.8,9734353,7243373,34.38,-
2365,昆盈,59041,87361,103893,-32.41,-43.17,578184,555475,4.08,-
2376,技嘉,11601877,11047434,7634334,5.01,51.96,51014783,31033302,64.38,"本月營收較去年同期增加,主要係板卡及網通產品銷售成長所致。"
2377,微星,15674299,15077434,10949799,3.95,43.14,78756693,50061597,57.31,營收增加50%以上，係市場需求持續暢旺所致
2380,虹光,284132,286603,78064,-0.86,263.97,1203416,462920,159.96,海外及中國地區銷售增加
2382,廣達,85052076,84836851,93347803,0.25,-8.88,438842539,367009026,19.57,-
2387,精元,2018729,2160395,1647113,-6.55,22.56,9411708,6082735,54.72,因疫情居家辦公及客戶NB新機型導入出貨量增加，連帶鍵盤出貨量增加所致
2395,研華,4487246,4675360,4503341,-4.02,-0.35,22324008,20168534,10.68,-
2397,友通,1149746,692175,655366,66.1,75.43,3850039,3518114,9.43,主係因新增合併子公司Brainstorm Corporation，致使本月營收增幅百分比達50%以上。
2405,浩鑫,151504,134823,119696,12.37,26.57,680492,741772,-8.26,-
2417,圓剛,401732,471004,324480,-14.7,23.8,2151573,1304736,64.9,本年累計營收較去年同期增加主要係因出貨量增加所致。
2424,隴華,1234,1147,1793,7.58,-31.17,7687,8047,-4.47,-
2465,麗臺,1157568,1025636,337208,12.86,243.28,3822560,1542263,147.85,本月及累計較去年同期分別成長243.28%及147.85%；主系大陸市場之人工智能行業應用對 RTX QUADRO、Geforce及DGX A100的需求增加。
3002,歐格,36508,51419,73993,-28.99,-50.66,221463,289793,-23.57,受疫情影響，客戶下單減少
3005,神基,2434671,2963080,2586704,-17.83,-5.87,12640779,10768041,17.39,-
3013,晟銘電,371442,317611,529442,16.94,-29.84,1748089,2524057,-30.74,-
3017,奇鋐,4550590,4484334,4302681,1.47,5.76,19633720,16008578,22.64,-
3022,威強電,503746,513413,579592,-1.88,-13.08,2443751,2057881,18.75,-
3046,建��,179492,185911,86610,-3.45,107.24,850272,525923,61.67,110年5月份及本年度1~5月累計營收較去年同期增加原因，主係去年因國際客觀情勢及疫情影響，致當年度營收較低。
3060,銘異,319548,272735,300809,17.16,6.22,1462806,1652938,-11.5,-
3231,緯創,60974386,68220509,75316883,-10.62,-19.04,306334061,315876925,-3.02,-
3416,融程電,253229,173082,118218,46.3,114.2,1011009,590323,71.26,出貨增加
3701,大眾控,790309,783043,545612,0.92,44.84,3757445,2444785,53.69,主要客戶訂單增加
3706,神達,3382731,4136027,3692532,-18.21,-8.38,18946278,15128694,25.23,-
3712,永崴投控,526005,495242,541959,6.21,-2.94,3254362,2675139,21.65,-
6206,飛捷,379877,405638,306058,-6.35,24.11,1700500,1875196,-9.31,-
6235,華孚,230958,209501,120591,10.24,91.52,1077388,697400,54.48,主要係因去年同期及去年累計受新型冠狀病毒影響造成低基期所致。
6277,宏正,408314,399492,339910,2.2,20.12,2039222,1855365,9.9,-
6414,樺漢,7432676,7016323,5770649,5.93,28.8,34548079,29623012,16.62,-
6579,研揚,409278,379459,533320,7.85,-23.25,2055292,2417178,-14.97,-
6591,動力-KY,170027,186556,107944,-8.86,57.51,826711,493797,67.41,5月營收較去年同期成長，主要係接單量增加所致。
6669,緯穎,16411547,16616629,16461603,-1.23,-0.3,72314818,64806894,11.58,-
8114,振樺電,686233,662960,626753,3.51,9.49,3322001,3073089,8.09,-
8163,達方,2414125,2525742,1955109,-4.41,23.47,10939815,7878516,38.85,-
8210,勤誠,735229,760631,764882,-3.33,-3.87,3314787,2866107,15.65,-
9912,偉聯,50426,58831,36578,-14.28,37.85,240374,187279,28.35,-
2374,佳能,226347,258395,220985,-12.4,2.42,1100501,1228208,-10.39,-
2393,億光,2275834,2066504,1925532,10.12,18.19,10228911,8378557,22.08,-
2406,國碩,637566,706188,595517,-9.71,7.06,3591940,3271981,9.77,-
2409,友達,32117581,29600923,21729311,8.5,47.8,144659123,95583057,51.34,本期營收較去年同期增加主要係市場價格上漲及出貨量增加所致。
2426,鼎元,282599,279978,214568,0.93,31.7,1322011,929070,42.29,-
2486,一詮,512274,490178,328380,4.5,56.0,2315377,1507664,53.57,本公司因新產品應用持續開發及出貨，使營業收入已逐月成長。
2489,瑞軒,1349662,1462046,1465982,-7.68,-7.93,7319190,5485624,33.42,-
3008,大立光,3358902,3398663,3858718,-1.16,-12.95,18571710,21728736,-14.52,-
3019,亞光,1667912,1668547,1219743,-0.03,36.74,8064883,5337902,51.08,本月營收較去年同期增加，主要係因客戶需求上升。
3031,佰鴻,130377,163942,119385,-20.47,9.2,630547,505834,24.65,-
3038,全台,343205,337156,396728,1.79,-13.49,1625123,1498351,8.46,-
3049,和鑫,315331,269209,227982,17.13,38.31,1530245,1338275,14.34,-
3149,正達,195458,192395,242999,1.59,-19.56,1012270,863108,17.28,-
3356,奇偶,108967,107173,68252,1.67,59.65,480271,472552,1.63,經銷商回補庫存
3406,玉晶光,732198,674298,1025976,8.58,-28.63,3967451,4658978,-14.84,-
3437,榮創,328161,331030,454864,-0.86,-27.85,2197859,1980140,10.99,-
3454,晶睿,521196,468894,464504,11.15,12.2,2271362,2507281,-9.4,-
3481,群創,31376527,30345891,22042654,3.39,42.34,145561114,93091062,56.36,本期營收較去年同期增加，主要係市場價格上漲及出貨量增加所致。
3504,揚明光,362077,377244,371827,-4.02,-2.62,1773837,1405664,26.19,-
3535,晶彩科,64534,86784,90686,-25.63,-28.83,650117,477634,36.11,-
3563,牧德,238709,230980,224098,3.34,6.51,1158514,1166164,-0.65,-
3576,聯合再生,1276391,1015150,1208200,25.73,5.64,5296509,5044384,4.99,-
3591,艾笛森,195018,203476,141062,-4.15,38.24,940041,826852,13.68,-
3622,洋華,106290,125232,85727,-15.12,23.98,568751,240286,136.69,本年增加原因：係因光電非消費性產品出貨增加所致。
3673,TPK-KY,8312888,9177309,8178186,-9.41,1.64,46675707,47386661,-1.5,-
3714,富采,3170196,2911948,0,8.86,,12961003,0,,富采於110/1/6公司始設立
4934,太極,162379,210900,183299,-23.0,-11.41,787073,874423,-9.98,-
4935,茂林-KY,856320,969095,942827,-11.63,-9.17,4495947,3244260,38.58,-
4942,嘉彰,724299,708641,622754,2.2,16.3,3438715,2534421,35.68,-
4956,光鋐,144604,150737,98603,-4.06,46.65,733344,457515,60.28,係因去年度受疫情影響所致
4976,佳凌,147153,142861,70568,3.0,108.52,766689,355357,115.75,本月營收較去年同期增加主要係因客戶需求增加所致
5234,達興材料,366796,365522,360026,0.34,1.88,1806927,1838477,-1.71,-
5243,乙盛-KY,805256,1079163,554901,-25.38,45.11,4561458,3066580,48.74,-
6116,彩晶,2814670,2750339,1262079,2.33,123.01,13452651,5696028,136.17,主要為面板價格較去年同期上漲所致。
6120,達運,1598966,1618373,1112444,-1.19,43.73,7853423,4754997,65.16,主要係業務量增加。
6131,鈞泰,4700,3545,2097,32.58,124.12,22244,-5678,491.75,係本期批發商品銷售金額增加所致
6164,華興,81169,76054,65179,6.72,24.53,381021,338035,12.71,-
6168,宏齊,268661,272549,172650,-1.42,55.61,1222635,970536,25.97,主係現有產品推廣及新產品發酵
6176,瑞儀,4478330,4924942,4979077,-9.06,-10.05,23470857,18651858,25.83,-
6209,今國光,295331,273106,200924,8.13,46.98,1391230,1013918,37.21,-
6225,天瀚,1069,1042,2499,2.59,-57.22,5884,4772,23.3,數位影像產品出貨量減少所致
6226,光鼎,83454,81608,75025,2.26,11.23,372207,316435,17.62,-
6278,台表科,5297090,4945016,3115601,7.11,70.01,21753870,14652679,48.46,本月營收較去年同期增加70.02%，主要是去年疫情影響，各客戶出貨減少，今年因疫情較緩和，各客戶出貨增加所致。
6289,華上,5401,5354,5877,0.87,-8.09,31924,28394,12.43,-
6405,悅城,46275,44178,43458,4.74,6.48,188393,172761,9.04,-
6443,元晶,484116,454450,405296,6.52,19.44,2075398,1814521,14.37,-
6456,GIS-KY,12569272,10667734,11552731,17.82,8.79,48443813,44707864,8.35,-
8104,錸寶,149128,154408,141586,-3.41,5.32,757654,566375,33.77,-
8105,凌巨,912922,895224,589292,1.97,54.91,4002880,2748291,45.64,因去年受疫情影響，導致去年與今年同期比較，差異超過50%
8215,明基材,1468949,1369750,1242122,7.24,18.26,6914982,5910318,16.99,-
2314,台揚,316202,310826,395492,1.72,-20.04,1628289,1621526,0.41,-
2345,智邦,4911263,4624529,3763609,6.2,30.49,22734171,19559850,16.22,-
2419,仲琦,884752,749862,917782,17.98,-3.59,4454857,2932318,51.92,配合客戶需求出貨量增加
2439,美律,2744608,2830459,2166735,-3.03,26.67,13310117,9425985,41.2,-
2444,兆勁,141790,103635,125164,36.81,13.28,689757,592872,16.34,-
2450,神腦,2229644,2205259,2103095,1.1,6.01,11978687,10642676,12.55,-
2455,全新,288522,288878,193321,-0.12,49.24,1466617,1040037,41.01,-
2485,兆赫,419972,521919,684400,-19.53,-38.63,2345289,2875493,-18.43,-
2498,宏達電,305094,380022,396975,-19.71,-23.14,1860203,2023891,-8.08,-
3025,星通,35167,32117,14652,9.49,140.01,189039,178922,5.65,國內需求增加
3027,盛達,68049,85926,67157,-20.8,1.32,354685,307994,15.15,-
3047,訊舟,405795,434633,542543,-6.63,-25.2,2059129,2250102,-8.48,-
3311,閎暉,133610,151712,101331,-11.93,31.85,755987,624613,21.03,-
3380,明泰,2687151,2143116,2651164,25.38,1.35,12023554,9737812,23.47,-
3596,智易,3084177,3278819,2449732,-5.93,25.89,15987811,12471610,28.19,-
3669,圓展,306181,356337,168928,-14.07,81.24,1660761,853915,94.48,本月較去年同期增加主要係因出貨量增加所致。
4906,正文,2252259,2107273,1812071,6.88,24.29,9599815,6361528,50.9,新客戶、新產品帶動營收成長
4977,眾達-KY,251628,240140,277329,4.78,-9.26,1236795,1183589,4.49,-
5388,中磊,3127606,3268553,3053975,-4.31,2.41,15994030,12419108,28.78,-
6152,百一,294859,277482,225791,6.26,30.58,1250245,801786,55.93,主要係因客戶需求增加
6285,啟��,5280326,5137151,4869905,2.78,8.42,25761064,23147225,11.29,-
6416,瑞祺電通,385523,300463,450801,28.3,-14.48,1927064,2144317,-10.13,-
6426,統新,45997,51629,62787,-10.9,-26.74,226659,285633,-20.64,-
6442,光聖,254075,243139,184530,4.49,37.68,1187035,961410,23.46,-
6674,鋐寶科技,246154,237623,198055,3.59,24.28,1241063,924852,34.19,-
8011,台通,143876,113634,149978,26.61,-4.06,598707,615076,-2.66,-
1582,信錦,825639,873364,866086,-5.46,-4.67,3991744,3593432,11.08,-
2059,川湖,506542,508572,425418,-0.39,19.06,2291875,1956816,17.12,-
2308,台達電,26126461,26438926,23584220,-1.18,10.77,125050670,102560102,21.92,-
2313,華通,4055147,4520054,4373283,-10.28,-7.27,21982903,21093362,4.21,-
2327,國巨,9201889,9017470,4485885,2.04,105.12,41963462,18946937,121.47,與去年同期比較營收增加，主要是因終端市場的強勁需求所致。
2328,廣宇,1687851,1644004,1614176,2.66,4.56,8116422,8089768,0.32,-
2367,燿華,925657,1027439,681631,-9.9,35.8,5364688,5089903,5.39,-
2368,金像電,2222799,2128600,2145345,4.42,3.61,10136280,9440533,7.36,-
2375,凱美,705923,695096,359305,1.55,96.46,3117564,1659835,87.82,2021年1月底凱美公司因帛漢及旺詮股權轉換案，本年累計營收已排除帛漢並計入旺詮。
2383,台光電,3220597,2951523,2028377,9.11,58.77,14175832,10164388,39.46,去年5月:黃石廠產能30萬張.各廠尚未全能生產及銷售。今年5月:黃石廠產能60萬張.各廠全能生產及銷售;售價調整及產品組合更佳。
2385,群光,8421571,8004716,8190663,5.2,2.81,41563334,35192306,18.1,-
2392,正崴,5732272,6391299,6546772,-10.31,-12.44,31997733,29805669,7.35,-
2402,毅嘉,559379,543979,301665,2.83,85.43,2714964,1855789,46.29,主要是去年同期因新冠肺炎疫情以至於基期較低所影響
2413,環科,306940,325289,266614,-5.64,15.12,1721182,1356814,26.85,-
2415,錩新,241440,249181,74685,-3.1,223.27,1118344,753739,48.37,去年同期受新冠肺炎疫情影響，營收大幅減少。
2428,興勤,674374,629181,521921,7.18,29.2,3061700,2124449,44.11,-
2440,太空梭,407547,410043,220803,-0.6,84.57,1837442,978251,87.82,主係2021年銅價較2020年同期上揚致本期營收增幅較大。
2456,奇力新,1563911,1623774,1472979,-3.68,6.17,7550404,6666964,13.25,2021年1月底奇力新公司因旺詮及帛漢股權轉換案，累計營收已排除旺詮並計入帛漢。
2457,飛宏,856025,995845,819062,-14.04,4.51,4394359,3163184,38.92,-
2460,建通,434203,424145,286206,2.37,51.7,1791211,1079234,65.97,係因2020年受新冠疫情之影響，營收大幅減少。
2467,志聖,445171,609269,268926,-26.93,65.53,2438138,1329514,83.38,2020年初受疫情影響，出貨遞減，營收下滑，2020下半年客戶需求提升，致使近期營收較去年同期增加。
2472,立隆電,809883,815338,705231,-0.66,14.83,3750399,2956517,26.85,-
2476,鉅祥,526903,542646,364455,-2.9,44.57,2444298,1821883,34.16,-
2478,大毅,553028,537860,496808,2.82,11.31,2690379,2066908,30.16,-
2483,百容,166315,172975,152126,-3.85,9.32,812391,707159,14.88,-
2484,希華,275095,273894,198567,0.43,38.54,1278597,945858,35.17,-
2492,華新科,3973519,3948602,2880415,0.63,37.94,18384712,11975622,53.51,五月雲端､遊戲及居家辦公設備需求持續強勁，唯因時值長假期間工作天數減少影響，5月份全球合併淨營收為新台幣 39.7億。
3011,今皓,141452,136785,123110,3.41,14.89,582464,518962,12.23,-
3015,全漢,1400075,1469714,1272962,-4.73,9.98,6818360,5089250,33.97,-
3023,信邦,2168308,2157280,1774854,0.51,22.16,10310886,8020205,28.56,-
3026,禾伸堂,1538624,1414997,1223797,8.73,25.72,7360475,5671485,29.78,-
3032,偉訓,751463,701447,674741,7.13,11.37,3949283,3077831,28.31,-
3037,欣興,8025993,7866654,7382381,2.02,8.71,37715825,35259057,6.96,-
3042,晶技,1433200,1592403,843274,-9.99,69.95,6336311,3859930,64.15,與去年同期比較營收增加，主要係因客戶需求出貨增加及子公司重慶眾陽置業有限公司認列開發案收入約NTD2.98億所致。
3044,健鼎,4736185,5147940,4277653,-7.99,10.71,24985178,20148634,24.0,-
3058,立德,399276,391713,378988,1.93,5.35,1804455,1580014,14.2,-
3090,日電貿,899449,994536,781491,-9.56,15.09,4669077,3779721,23.52,-
3092,鴻碩,213297,234424,264529,-9.01,-19.36,1115423,1143947,-2.49,-
3308,聯德,34112,28295,27478,20.55,24.14,126511,127601,-0.85,-
3321,同泰,197128,191963,162248,2.69,21.49,913581,725432,25.93,-
3338,泰碩,398221,408089,530480,-2.41,-24.93,1945792,2143951,-9.24,-
3376,新日興,919225,1115878,1270574,-17.62,-27.65,5178053,5142480,0.69,-
3432,台端,4170,4283,2456,-2.63,69.78,17342,11672,48.57,客戶訂單增加
3501,維熹,438464,467263,377060,-6.16,16.28,2088547,1593739,31.04,-
3533,嘉澤,1499418,1752452,1520557,-14.43,-1.39,7980721,6376549,25.15,-
3550,聯穎,444331,435200,284241,2.09,56.32,2000981,1290789,55.01,主係去年因新冠肺炎影響，今年疫情趨緩市場需求逐漸恢復正常所致。
3645,達邁,197892,188632,121968,4.9,62.24,984145,693571,41.89,本月營收較去年同期增加，主係軟板市場需求增加，帶動本公司業績成長。
3653,健策,728596,684674,582934,6.41,24.98,3266927,2873654,13.68,-
3679,新至陞,413468,402258,325881,2.78,26.87,2220017,1359409,63.3,1~5月累計營收較去年同期增加，因客戶需求增加所致。
4912,聯德控股-KY,445076,700460,325507,-36.45,36.73,2849242,1624093,75.43,去年因新冠狀病毒疫情、全球經濟停滞及工廠停工外；今年客戶拉貨力道強，春節期間仍有趕工加班出貨，導致兩期差異較大。
4915,致伸,5106162,6066898,5192517,-15.83,-1.66,28332447,25228795,12.3,-
4927,泰鼎-KY,1126261,1269671,964629,-11.29,16.75,5656787,4583145,23.42,5月份自結數
4943,康控-KY,200812,206896,301815,-2.94,-33.46,1149636,1546005,-25.63,-
4958,臻鼎-KY,9932908,9548950,8094909,4.02,22.7,46656294,35395862,31.81,-
4989,榮科,413656,349409,179946,18.38,129.87,1727088,1168595,47.79,主係銅價上漲，造成營收增加，故較去年同期增加。
4999,鑫禾,250316,277885,265828,-9.92,-5.83,1265296,901967,40.28,-
5469,瀚宇博,4520163,4415883,3858839,2.36,17.13,21278842,16375314,29.94,無
6115,鎰勝,607770,645127,528915,-5.79,14.9,2944625,2166606,35.9,-
6133,金橋,88991,78408,104197,13.49,-14.59,372152,315543,17.94,-
6153,嘉聯益,930165,1174552,1269773,-20.8,-26.74,6066493,5397792,12.38,-
6155,鈞寶,65467,67873,54879,-3.54,19.29,312123,241963,28.99,-
6191,精成科,2292371,2258426,1810681,1.5,26.6,11041336,8154725,35.39,-
6197,佳必琪,280766,325703,287624,-13.79,-2.38,1445427,1251508,15.49,-
6205,詮欣,141918,138887,147235,2.18,-3.61,616655,552406,11.63,-
6213,聯茂,2670958,2689223,2510213,-0.67,6.4,12753807,10557307,20.8,-
6251,定穎,1422999,1223141,864377,16.33,64.62,6202456,4831579,28.37,因去年同期新冠疫情蔓延至歐美，部分客戶停工，營收驟減；下半年開始產能陸續開出，客戶需求暢旺，產線維持滿載。
6269,台郡,2399182,2391592,2240528,0.31,7.08,11921221,9055349,31.64,-
6282,康舒,1685568,1633322,1565616,3.19,7.66,8177107,8306410,-1.55,-
6412,群電,3270273,3162400,2945881,3.41,11.01,16414842,12876426,27.47,-
6449,鈺邦,242363,232095,203285,4.42,19.22,1129145,806773,39.95,-
6672,騰輝電子-KY,694575,668475,360076,3.9,92.89,2972750,2143359,38.69,去年受疫情影響，銷售下滑，而今年市場需求延續，高單價特殊材料，尤其以車用電子以及照明散熱材料動能強勁
6715,嘉基,106318,216759,300151,-50.95,-64.57,886639,945921,-6.26,主係客戶端之產品缺料狀況嚴重，導致大幅度減少對嘉基產品之進貨
6781,AES-KY,902588,938269,245783,-3.8,267.22,4530507,1729154,162.0,去年同期受新冠肺炎影響
8039,台虹,753076,745170,603555,1.06,24.77,3700721,2946566,25.59,自結數尚未經會計師簽證，特此說明。
8046,南電,4099461,4139307,2922882,-0.96,40.25,19094587,13777149,38.59,-
8103,瀚荃,324244,331236,293544,-2.11,10.45,1542275,1214846,26.95,係本公司自結合併營收
2347,聯強,31570759,31828300,24038877,-0.8,31.33,149972000,115842510,29.46,本月營收係當月自結數，前期調整數反應在本年累計營收內
2430,燦坤,2275140,1694800,1614895,34.24,40.88,9216174,7576248,21.64,-
3010,華立,5437199,5588007,4513772,-2.69,20.45,27308746,22137979,23.35,-
3033,威健,6330755,6531297,4470599,-3.07,41.6,28685198,20980158,36.72,-
3036,文曄,33061931,35794148,23084468,-7.63,43.22,166502457,128439537,29.63,-
3048,益登,7553863,7970218,7163048,-5.22,5.45,40078558,36756818,9.03,-
3055,蔚華科,330740,281608,221875,17.44,49.06,1692558,1051079,61.03,累計營收:半導體859M、快銷品834M。本年累計快消品增加617M、半導體設備增加224M、驗證服務減少200M、二手設備減少14M。
3209,全科,3772043,4528328,3135749,-16.7,20.29,19898390,16338000,21.79,-
3312,弘憶股,1406392,1520228,1015619,-7.48,38.47,7022395,5145263,36.48,-
3702,大聯大,66085397,66372523,46709026,-0.43,41.48,309571939,233507741,32.57,-
5434,崇越,3137696,3755934,2861080,-16.46,9.66,16426519,15061684,9.06,-
6189,豐藝,2736678,2702551,1956138,1.26,39.9,13283761,10180969,30.47,-
6281,全國電,2300211,1673879,2017416,37.41,14.01,8483241,7770069,9.17,-
6776,展�眥篕�,1614989,1248155,1183626,29.39,36.44,6928604,6658592,4.05,-
8070,長華*,1564982,1594942,1383335,-1.87,13.13,7754538,6560285,18.2,-
8072,陞泰,109913,121805,71842,-9.76,52.99,556397,316589,75.74,子公司半導體代理銷售增加
8112,至上,16856004,16199282,9928037,4.05,69.78,83423461,51229216,62.84,整體半導體零組件市況持續暢旺，原廠產能吃緊帶動價格漲，下游伺服器等客戶需求增加帶動，使本期營收成長。
2427,三商電,239904,272306,161818,-11.89,48.25,1195964,876017,36.52,-
2468,華經,161987,226481,157256,-28.47,3.0,923067,857052,7.7,-
3029,零壹,847155,919411,924526,-7.85,-8.36,4662055,4183742,11.43,-
4994,傳奇,243547,235398,294433,3.46,-17.28,1221889,1322212,-7.58,-
5203,訊連,123230,168132,131135,-26.7,-6.02,667753,634626,5.21,-
6112,聚碩,847534,867210,1267883,-2.26,-33.15,4708079,5983304,-21.31,"Corex(PTY)LTD 110/1/4成為100%子公司，共同控制企業合併重編去年合併營收。本月較去年5月不含Corex減少346,445千元，減少29.02%"
6183,關貿,177228,148008,130372,19.74,35.94,863525,651917,32.45,-
6214,精誠,1998491,2213247,1659224,-9.7,20.44,11562525,9357862,23.55,-
2317,鴻海,455034482,500490784,386980506,-9.08,17.58,2298853763,1697585769,35.41,-
2354,鴻準,8264764,6833936,6425886,20.93,28.61,35222701,24845377,41.76,-
2359,所羅門,346509,330294,301077,4.9,15.08,1634376,1366092,19.63,-
2360,致茂,1382221,1461163,1307654,-5.4,5.7,7116662,5837910,21.9,-
2390,云辰,44599,72128,45625,-38.16,-2.24,255400,224406,13.81,-
2423,固緯,175212,206478,148358,-15.14,18.1,964532,862819,11.78,-
2459,敦吉,601991,593108,419422,1.49,43.52,2711346,2293778,18.2,-
2464,盟立,764535,768132,691736,-0.46,10.52,3817979,3472110,9.96,-
2477,美隆電,310626,286328,204180,8.48,52.13,1320739,984408,34.16,109年大陸廠因受COVID-19 影響產能大減
2495,普安,103888,95003,95399,9.35,8.89,443899,434873,2.07,-
3030,德律,471836,562339,504503,-16.09,-6.47,2381947,2147599,10.91,-
3305,昇貿,662588,533035,419009,24.3,58.13,2909152,1790459,62.48,因出貨量成長及金屬價格上揚
3518,柏騰,77754,85842,68269,-9.42,13.89,354687,231273,53.36,本年營收較去年同期增加主要係因為客戶需求增加所致。
3617,碩天,668160,765507,603405,-12.71,10.73,3704564,3089734,19.89,-
3665,貿聯-KY,2316528,2317157,1720993,-0.02,34.6,10767934,8457900,27.31,-
5225,東科-KY,792872,928770,536607,-14.63,47.75,3630170,2426572,49.6,-
6196,帆宣,2711949,2553798,1810475,6.19,49.79,11834328,9279534,27.53,-
6201,亞弘電,278877,294314,225132,-5.24,23.87,1604669,1027115,56.23,訂單增加
6215,和椿,166012,165552,132338,0.27,25.44,755724,660848,14.35,-
6409,旭隼,1333536,1376331,1294329,-3.1,3.02,6172449,5117630,20.61,-
6438,迅得,380486,349823,297878,8.76,27.73,1757219,1245263,41.11,-
6558,興能高,144248,162240,139636,-11.08,3.3,791044,507919,55.74,主要係去年基期較低
6698,旭暉應材,61195,60824,28268,0.6,116.48,296396,204942,44.62,本月營收較去年同期增加，係新增銷售微波及半導體零件產品所致
8021,尖點,302571,298959,245857,1.2,23.06,1381192,1078872,28.02,-
8499,鼎炫-KY,215202,207197,201253,3.86,6.93,1006270,734091,37.07,"以人民幣計,本月自結合併營收淨額為49,582千元,月增3.73%,年增4.43%;累計1-5月合併營收淨額約為230,790千元,年增34.66%"
2616,山隆,1596064,1538012,1145008,3.77,39.39,7483753,6429813,16.39,-
6505,台塑化,52926645,46553948,25685582,13.68,106.05,229780259,185369787,23.95,本月營收較去年同期增加50%以上，主係成品油及石化產品價格較去年同期上揚，致營業額增加。
8926,台汽電,491758,574267,791496,-14.36,-37.86,3060787,4049081,-24.4,-
9918,欣天然,140543,169418,167009,-17.04,-15.84,909917,1067062,-14.72,-
9926,新海,168630,188442,185176,-10.51,-8.93,974880,1089111,-10.48,-
9937,全國,1589277,1769828,1256609,-10.2,26.47,8399405,7343438,14.37,-
1316,上曜,135104,110280,103425,22.5,30.62,463338,498901,-7.12,-
1436,華友聯,545143,387958,30993,40.51,1658.92,1352435,450215,200.39,本月及累計營收增加，係當月交屋數增加所致
1438,三地開發,1,14,7,-92.85,-85.71,422,84589,-99.5,"110年累計銷售商品及土地422仟元,109年累計銷售商品及房地84,589仟元,故營收變化大。"
1442,名軒,347697,56129,38438,519.46,804.56,769901,220110,249.78,本月認收38戶，去年同期認收2戶；本年累計認收70戶，去年累計認收16戶，故兩期差異大。
1453,大將,38,38,25630,0.0,-99.85,16134,46179,-65.06,"本年營收較去年減少,係因去年出售待售房地金額較大所致"
1456,怡華,602756,58290,35923,934.06,1577.91,1204840,219274,449.46,本月認列建設收入較去年本月增加所致
1805,寶徠,3456,46952,4,-92.63,86300.0,57824,121455,-52.39,本月營收較高主要係子公司認列收入，去年累計營收較高係認列康橋旭案收入較本期為高所致。
1808,潤隆,444247,816258,516945,-45.57,-14.06,4586459,1428568,221.05,營收變動主要係本期累計房地出售收入較去年同期增加所致。
2504,國產,1845369,2039703,1459648,-9.52,26.42,8978261,6976663,28.68,-
2505,國揚,511789,1482218,53918,-65.47,849.19,3859388,391033,886.97,"本年度營建收入3,851,822仟元，租賃收入7,566仟元。"
2506,太設,52439,141539,53366,-62.95,-1.73,1248046,280662,344.67,因本年建案完工交屋
2509,全坤建,60091,94154,43800,-36.17,37.19,525407,397561,32.15,-
2511,太子,959566,954929,730797,0.48,31.3,5143288,4101467,25.4,-
2515,中工,1328492,1331837,1114376,-0.25,19.21,6503025,5082091,27.95,-
2524,京城,565134,562885,700739,0.39,-19.35,2592252,3288851,-21.18,-
2527,宏璟,389718,503674,142554,-22.62,173.38,2601712,967250,168.98,"本月及本年累計營收較去年高,主要係因本月及本年房地銷售收入較高所致"
2528,皇普,258486,138013,21,87.29,1230785.71,983209,105,936289.52,"主係110年5月皇普文苑建案認列258,465仟元收入及認列租賃收入21仟元所致。"
2535,達欣工,1624893,1176113,3233435,38.15,-49.74,5877104,6291845,-6.59,-
2536,宏普,14059,25104,359679,-43.99,-96.09,212116,1929874,-89.0,"今年本期只有租賃收入,因此營收較少"
2537,聯上發,114,114,449166,0.0,-99.97,3531,1367043,-99.74,本月營收為租金收入。
2538,基泰,22545,15527,11735,45.19,92.11,118034,122629,-3.74,本月其他營業收入較去年同期增加
2539,櫻花建,191,263,12159,-27.37,-98.42,166552,1405905,-88.15,無異常。本月僅有租賃收入，無建案交屋入帳，致本期營收較去年同期減少。
2542,興富發,3288228,3850224,989585,-14.59,232.28,15802091,8902479,77.5,本期較去年增加，主要係本期認列「光武段」、「柏克萊公園」及「永翠段」等建案完工並完成產權移轉所致。
2545,皇翔,400227,1131071,221152,-64.61,80.97,2653278,1528119,73.63,因今年累計成屋銷售情形較去年同期佳所致
2548,華固,370097,1110724,1625654,-66.67,-77.23,2631104,5268821,-50.06,本公司截至5月底累計營收較去年同期減少，係因本期認列交屋金額較低所致。
