,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Date
2329,3406,玉晶光,602766,510200,92566,0,0,0,0,0,0,-51089,35911,21000,14911,4000,70000,-66000,41477,2021-06-09
2330,088135,晶碩凱基09購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2331,086627,國巨凱基09購07,0,0,0,0,0,0,0,0,0,41000,0,0,0,82000,41000,41000,41000,2021-06-09
2332,085528,世紀鋼富邦0A購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,44000,3000,41000,41000,2021-06-09
2333,031528,永豐餘富邦0C購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,42000,1000,41000,41000,2021-06-09
2334,030525,臺股指群益0A購02,0,0,0,0,0,0,0,0,0,41000,0,0,0,89000,48000,41000,41000,2021-06-09
2335,031329,友達元大0C購07,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2336,036236,群創第一16購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,53000,12000,41000,41000,2021-06-09
2337,036318,榮運統一12購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2338,033294,矽創統一11購02,0,0,0,0,0,0,0,0,0,41000,0,0,0,51000,10000,41000,41000,2021-06-09
2339,033507,晶技統一11購02,0,0,0,0,0,0,0,0,0,41000,0,0,0,115000,74000,41000,41000,2021-06-09
2340,06324P,創意元大08售03,0,0,0,0,0,0,0,0,0,41000,0,0,0,50000,9000,41000,41000,2021-06-09
2341,034515,南紡元富0B購03,0,0,0,0,0,0,0,0,0,41000,0,0,0,52000,11000,41000,41000,2021-06-09
2342,034355,玉晶光元富12購03,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2343,035436,欣興元大0C購02,0,0,0,0,0,0,0,0,0,41000,0,0,0,115000,74000,41000,41000,2021-06-09
2344,036055,台積電麥證11購04,0,0,0,41000,0,41000,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2345,035673,聯發科第一15購05,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2346,035780,新唐富邦0C購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,237000,196000,41000,41000,2021-06-09
2347,079321,禾伸堂中信06購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,51000,10000,41000,41000,2021-06-09
2348,07026P,台表科凱基0B售02,0,0,0,0,0,0,0,0,0,41000,0,0,0,46000,5000,41000,41000,2021-06-09
2349,069982,大立光凱基06購02,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2350,076436,健策國票06購03,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2351,078941,嘉晶中信08購01,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2352,077000,世芯國票06購02,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2353,089742,滬深2X統一0B購04,0,0,0,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,41000,2021-06-09
2354,8499,鼎炫-KY,43000,2000,41000,0,0,0,0,0,0,0,0,0,0,0,0,0,41000,2021-06-09
2355,085565,日月光群益08購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2356,085506,乙盛凱基08購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,58000,18000,40000,40000,2021-06-09
2357,085442,創意統一0B購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2358,085861,聯詠統一0A購05,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2359,085831,欣興群益09購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2360,086143,光寶科元大08購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2361,084512,凌陽元大08購03,0,0,0,0,0,0,0,0,0,40000,0,0,0,60000,20000,40000,40000,2021-06-09
2362,083969,嘉澤凱基07購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2363,083446,臻鼎凱基09購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2364,083531,華新科元大07購10,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2365,086951,臻鼎元大09購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,100000,60000,40000,40000,2021-06-09
2366,087916,晶豪科群益0A購03,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2367,088680,寶成元大09購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,60000,20000,40000,40000,2021-06-09
2368,088802,鴻海元大09購19,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2369,088872,立積永豐09購06,0,0,0,0,0,0,0,0,0,40000,0,0,0,217000,177000,40000,40000,2021-06-09
2370,088468,台積電元富09購08,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2371,032423,大成鋼元大0A購10,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2372,031684,正文中信0A購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2373,031952,中鋼元大12購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2374,031977,世紀鋼元大0C購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2375,030892,南紡凱基0A購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,180000,140000,40000,40000,2021-06-09
2376,030913,申豐凱基0B購03,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2377,030915,致新凱基0B購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2378,031041,乙盛凱基0A購03,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2379,035822,儒鴻元大11購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,59000,19000,40000,40000,2021-06-09
2380,035500,玉晶光國泰12購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,61000,21000,40000,40000,2021-06-09
2381,035450,順德國票0C購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,53000,13000,40000,40000,2021-06-09
2382,034886,健策群益0B購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,169000,129000,40000,40000,2021-06-09
2383,035086,春源凱基11購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2384,05777P,愛普統一07售05,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2385,05895P,台積電國票07售07,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2386,034570,大立光富邦0C購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,50000,10000,40000,40000,2021-06-09
2387,033766,安普新凱基0B購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2388,03552P,上銀元富08售02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2389,076800,聯發科國票07購05,0,0,0,0,0,0,0,0,0,40000,0,0,0,73000,33000,40000,40000,2021-06-09
2390,077910,聯茂凱基07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,70000,30000,40000,40000,2021-06-09
2391,078190,金像電元大07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2392,078793,滬深2X凱基07購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,110000,70000,40000,40000,2021-06-09
2393,078287,和大國票07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2394,073759,華新科元富07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2395,072980,國巨元富07購21,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2396,06495P,晶豪科凱基09售04,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2397,06685P,聯電元大09售08,0,0,0,0,0,0,0,0,0,40000,0,0,0,50000,10000,40000,40000,2021-06-09
2398,079560,永冠國票07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,50000,10000,40000,40000,2021-06-09
2399,080354,台灣50元富07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2400,081111,圓剛群益09購03,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2401,080868,臻鼎統一08購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2402,082843,立隆電國票07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2403,081560,台勝科永豐07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,50000,10000,40000,40000,2021-06-09
2404,081442,大毅統一0A購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2405,083412,精英永豐07購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2406,089567,國巨中信0B購02,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000,2021-06-09
2407,089766,正隆凱基11購01,0,0,0,0,0,0,0,0,0,40000,0,0,0,43000,3000,40000,40000,2021-06-09
2408,088914,立積群益0C購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,96000,57000,39000,39000,2021-06-09
2409,088976,聯發科元富09購10,0,0,0,0,0,0,0,0,0,39000,0,0,0,42000,3000,39000,39000,2021-06-09
2410,088806,台積電元大11購07,0,0,0,0,0,0,0,0,0,39000,0,0,0,80000,41000,39000,39000,2021-06-09
2411,084019,凱美統一08購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,195000,156000,39000,39000,2021-06-09
2412,084158,國喬凱基08購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,124000,85000,39000,39000,2021-06-09
2413,06296P,聯詠凱基08售04,0,0,0,0,0,0,0,0,0,39000,0,0,0,39000,0,39000,39000,2021-06-09
2414,035395,萬海永豐0B購04,0,0,0,0,0,0,0,0,0,39000,0,0,0,51000,12000,39000,39000,2021-06-09
2415,035907,和碩群益0C購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,39000,0,39000,39000,2021-06-09
2416,081097,大成群益0A購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,41000,2000,39000,39000,2021-06-09
2417,074411,欣興元大07購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,90000,51000,39000,39000,2021-06-09
2418,074638,滬深2X國票06購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,39000,0,39000,39000,2021-06-09
2419,078106,和桐元富0C購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,39000,0,39000,39000,2021-06-09
2420,089420,聯電永豐0C購01,0,0,0,0,0,0,0,0,0,39000,0,0,0,104000,65000,39000,39000,2021-06-09
2421,3645,達邁,69000,30000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,2021-06-09
2422,9935,慶豐富,57000,18000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,2021-06-09
2423,8028,昇陽半導體,121000,82000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,2021-06-09
2424,6531,愛普,677002,620000,57002,0,0,0,0,48000,-48000,29130,58081,66951,-8870,57000,19000,38000,38132,2021-06-09
2425,083552,志超元大07購01,0,0,0,0,0,0,0,0,0,38000,0,0,0,88000,50000,38000,38000,2021-06-09
2426,086169,景碩元大08購02,0,0,0,0,0,0,0,0,0,38000,0,0,0,39000,1000,38000,38000,2021-06-09
2427,086323,臺股指凱基11購02,0,0,0,0,0,0,0,0,0,38000,0,0,0,42000,4000,38000,38000,2021-06-09
2428,085192,滬深2X群益09購02,0,0,0,0,0,0,0,0,0,38000,0,0,0,48000,10000,38000,38000,2021-06-09
2429,086947,群創元大09購10,0,0,0,0,0,0,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2430,00646,元大S&P500,4000,8000,-4000,0,0,0,0,0,0,42000,0,0,0,95000,53000,42000,38000,2021-06-09
2431,033309,上銀元富0B購02,0,0,0,0,0,0,0,0,0,38000,0,0,0,241000,203000,38000,38000,2021-06-09
2432,031724,富邦金群益0C購02,0,0,0,0,0,0,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2433,031809,東鋼元大0A購06,0,0,0,0,0,0,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2434,032362,強茂凱基0C購01,0,0,0,0,0,0,0,0,0,38000,0,0,0,100000,62000,38000,38000,2021-06-09
2435,035811,榮運凱基13購01,0,0,0,0,0,0,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2436,034294,萬海中信12購01,0,0,0,0,0,0,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2437,035219,永豐餘國泰11購01,0,0,0,0,0,0,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2438,035297,新唐國票0C購02,0,0,0,0,0,0,0,0,0,38000,0,0,0,44000,6000,38000,38000,2021-06-09
2439,035050,友達富邦11購04,4000,0,4000,0,0,0,0,0,0,34000,0,0,0,48000,14000,34000,38000,2021-06-09
2440,035530,亞光群益0B購02,0,0,0,0,0,0,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2441,034794,長榮中信0B購01,0,0,0,0,0,0,0,0,0,38000,0,0,0,66000,28000,38000,38000,2021-06-09
2442,05882P,臺股指群益07售12,0,0,0,0,0,0,0,0,0,38000,0,0,0,39000,1000,38000,38000,2021-06-09
2443,05842P,臺股指元大0A售04,0,0,0,0,0,0,0,0,0,38000,0,0,0,40000,2000,38000,38000,2021-06-09
2444,034054,元大金麥證0B購01,0,0,0,38000,0,38000,0,0,0,38000,0,0,0,38000,0,38000,38000,2021-06-09
2445,06820P,臺股指凱基0A售11,0,0,0,0,0,0,0,0,0,38000,0,0,0,39000,1000,38000,38000,2021-06-09
2446,07066P,臺股指麥證0B售02,0,0,0,48000,10000,38000,0,0,0,38000,0,0,0,48000,10000,38000,38000,2021-06-09
2447,081661,長榮永豐07購06,0,0,0,0,0,0,0,0,0,38000,0,0,0,73000,35000,38000,38000,2021-06-09
2448,6285,啟碁,230000,172000,58000,0,0,0,0,0,0,-20000,2000,2000,0,5000,25000,-20000,38000,2021-06-09
2449,2425,承啟,212000,175000,37000,0,0,0,0,0,0,100,100,0,100,0,0,0,37100,2021-06-09
2450,087694,群創元大0B購04,0,0,0,0,0,0,0,0,0,37000,0,0,0,50000,13000,37000,37000,2021-06-09
2451,032596,長榮元大0B購07,0,0,0,0,0,0,0,0,0,37000,0,0,0,37000,0,37000,37000,2021-06-09
